Kurbelwinkel [°KW]	Zeit [s n. Rechenbeginn]	Brennraumvolumen [m3]	Vu [m3]	Vb [m3]	T_Zone_1 [K]	T_Zone_2 [K]	T_mittel [K]	T_BurnAdiabat [K]	p_soll [bar]	p [bar]	dQb [J/s]	dQb [J/KW]	Qb [J]	dmb [kg/s]	dmb [kg/KW]	mb [kg]	dQw [J/s]	dQw [J/KW]	Qw [J]	Xb[-]	Qb/Qmax [-]	Qmax [J]	Hu Zone [J/kg]	Hu frischGemsich [J/kg]	Phi_Delay [°KW]	Alpha [W/(m^2K)]	pSchlepp [bar]	Wandwärmestromdichte [MW/m^2]	PQw [W]	Brennraumfläche [m^2]	Gesamtmasse [kg]	m_u[kg]	m_v[kg]	 cv_u[J/kg]	 cp_u [J/kg]	 kappa_u [-]	 U_u [J]	 cv_b[J/kg]	 cp_b [J/kg]	 kappa_b [-]	 U_b [J]	Zu_O2 [kg]	Zu_CO2 [kg]	Zu_H2O [kg]	Zu_N2 [kg]	Zu_H [kg]	Zu_O [kg]	Zu_N [kg]	Zu_H2 [kg]	Zu_OH [kg]	Zu_CO [kg]	Zu_NO [kg]	Zu_Diesel [kg]	Zb_O2 [kg]	Zb_CO2 [kg]	Zb_H2O [kg]	Zb_N2 [kg]	Zb_H [kg]	Zb_O [kg]	Zb_N [kg]	Zb_H2 [kg]	Zb_OH [kg]	Zb_CO [kg]	Zb_NO [kg]	Zb_Diesel [kg]	
26	0.012866672	6.75E-05	0.152369593	0.847630407	969.4066579	1985.55397	1730.931443	2029.970596	47.112	47.11227457	117148.4733	12.99406062	671.7446814	0.082972106	9.20E-06	4.77E-04	21751.52248	2.412669954	61.25697931	0.756843127	0.732949699	916.4949278	1437700.016	1437700.016	5.03692376	1242.852505	23.73163163	1.563236817	21751.54473	0.013914427	6.50E-04	1.78E-04	4.72E-04	962.4871613	1243.033686	1.291480797	-19.14853715	1086.975736	1374.796371	1.264790303	-223.0499512	0.172411575	0.046497577	0.017577561	0.732006671	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031131224	0.067271384	0.143174635	0.054388057	0.730738386	2.73E-08	1.19E-05	4.48E-11	9.30E-07	3.32E-04	6.31E-05	0.004019617	0	 
26.5	0.012922132	6.87E-05	0.148036511	0.851963489	964.6611533	1977.375439	1729.98735	2025.868515	46.273	46.27329055	108345.0046	12.01758349	677.7534731	0.076741215	8.51E-06	4.81E-04	21399.73411	2.373649733	62.44380418	0.763598734	0.739505973	916.4949278	1438369.461	1438369.461	5.081883508	1218.579418	23.16178119	1.531556127	21399.75664	0.013972558	6.50E-04	1.74E-04	4.76E-04	961.2889222	1241.83196	1.291840498	-19.4756964	1086.316055	1374.134441	1.264949031	-229.4986029	0.172408995	0.046496882	0.017577298	0.731995719	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.03114572	0.067322631	0.143180501	0.05439465	0.730780147	2.54E-08	1.13E-05	4.01E-11	8.81E-07	3.20E-04	5.94E-05	0.003930154	0	 
27	0.012977592	6.99E-05	0.144011906	0.855988094	959.881826	1969.121254	1728.519587	2021.738764	45.435	45.43548564	101326.5125	11.23909522	683.3730208	0.07177402	7.96E-06	4.85E-04	21037.53007	2.333474209	63.61054128	0.769917074	0.745637537	916.4949278	1439025.931	1439025.931	5.123933167	1194.303104	22.6062376	1.499291794	21037.55265	0.01403166	6.50E-04	1.70E-04	4.80E-04	960.0746747	1240.614293	1.29220604	-19.80128852	1085.644762	1373.460959	1.265110843	-235.9254523	0.172406466	0.046496199	0.01757704	0.731984979	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031159936	0.067373637	0.143186116	0.054401117	0.730821709	2.35E-08	1.07E-05	3.58E-11	8.33E-07	3.09E-04	5.58E-05	0.003841116	0	 
27.5	0.013033052	7.12E-05	0.140026393	0.859973607	955.1433484	1960.959209	1727.067747	2017.645961	44.615	44.61464661	101137.8178	11.21816528	688.9821034	0.071644337	7.95E-06	4.89E-04	20683.64151	2.294221035	64.7576518	0.776223997	0.751757683	916.4949278	1439712.627	1439712.627	5.165906849	1170.561454	22.06482202	1.467787782	20683.66359	0.014091726	6.50E-04	1.66E-04	4.84E-04	958.8662343	1239.402276	1.292570571	-20.08378225	1084.975466	1372.789577	1.26527246	-242.365676	0.172403819	0.046495486	0.01757677	0.731973745	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031174805	0.067423366	0.143191378	0.054407328	0.730862231	2.18E-08	1.01E-05	3.20E-11	7.89E-07	2.98E-04	5.24E-05	0.003754307	0	 
28	0.013088512	7.24E-05	0.136099491	0.863900509	950.4412374	1952.877614	1725.593491	2013.586221	43.81	43.80960867	100429.7443	11.13962605	694.5519164	0.071146656	7.89E-06	4.93E-04	20336.74326	2.255743223	65.88552341	0.782487109	0.757834981	916.4949278	1440427.895	1440427.895	5.207588959	1147.315624	21.53733648	1.436947986	20336.76487	0.014152749	6.50E-04	1.62E-04	4.88E-04	957.6623549	1238.194671	1.292934472	-20.32713598	1084.307331	1372.11945	1.265434079	-248.8140046	0.172401063	0.046494743	0.017576489	0.731962043	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031190294	0.067471912	0.143196316	0.054413303	0.73090179	2.02E-08	9.54E-06	2.86E-11	7.47E-07	2.88E-04	4.93E-05	0.003669561	0	 
28.5	0.013143971	7.37E-05	0.132413435	0.867586565	945.7258393	1944.757409	1723.722996	2009.516653	43.01	43.01017116	94894.69626	10.5256808	699.8147568	0.067229195	7.46E-06	4.97E-04	19984.98744	2.216726613	66.99388672	0.788405364	0.763577338	916.4949278	1441136.555	1441136.555	5.246975978	1124.234521	21.02356648	1.405937333	19985.00888	0.014214722	6.50E-04	1.58E-04	4.92E-04	956.447899	1236.976524	1.293302568	-20.56481726	1083.630505	1371.440692	1.265598085	-255.2365049	0.172398333	0.046494006	0.017576211	0.731950449	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031205639	0.067519996	0.143201019	0.054419135	0.730940974	1.87E-08	9.02E-06	2.55E-11	7.06E-07	2.77E-04	4.63E-05	0.003585618	0	 
29	0.013199431	7.50E-05	0.129025258	0.870974742	940.9818316	1936.558056	1721.333712	2005.42408	42.213	42.21346094	87719.61598	9.729823835	704.6796687	0.06214935	6.89E-06	5.00E-04	19625.21987	2.176821341	68.08229739	0.793876434	0.768885509	916.4949278	1441822.036	1441822.036	5.28338691	1101.235342	20.52328331	1.374544017	19625.2412	0.014277638	6.50E-04	1.55E-04	4.95E-04	955.2176944	1235.742749	1.293676568	-20.81075806	1082.941435	1370.749741	1.265765347	-261.6160908	0.172395691	0.046493294	0.017575942	0.731939234	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031220482	0.067567843	0.143205516	0.054424855	0.730979968	1.73E-08	8.52E-06	2.27E-11	6.67E-07	2.67E-04	4.34E-05	0.003502082	0	 
29.5	0.013254891	7.63E-05	0.125736153	0.874263847	936.2650794	1928.410592	1718.833493	2001.356771	41.431	41.4306629	85704.88564	9.506350773	709.4328441	0.060725224	6.74E-06	5.04E-04	19270.66153	2.137493875	69.15104432	0.799222137	0.774071763	916.4949278	1442521.95	1442521.95	5.318963501	1078.68637	20.03624624	1.343701806	19270.68238	0.014341487	6.50E-04	1.51E-04	4.98E-04	953.9886306	1234.510039	1.294051103	-21.03180973	1082.251049	1370.057553	1.265933219	-267.9808847	0.172392994	0.046492566	0.017575667	0.731927784	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031235638	0.067614686	0.143209745	0.054430373	0.731018148	1.60E-08	8.05E-06	2.02E-11	6.30E-07	2.57E-04	4.07E-05	0.003420291	0	 
30	0.013310351	7.77E-05	0.122567835	0.877432165	931.5699042	1920.299327	1716.176094	1997.309832	40.661	40.66052987	83063.89777	9.213413481	714.0395509	0.058857164	6.53E-06	5.07E-04	18919.99179	2.098597732	70.20034319	0.804403392	0.779098203	916.4949278	1443230.698	1443230.698	5.353445666	1056.549365	19.56220458	1.31331843	18920.01219	0.014406264	6.50E-04	1.48E-04	5.02E-04	952.7588835	1233.276601	1.294426766	-21.23376141	1081.558054	1369.36283	1.266102014	-274.3235648	0.172390263	0.04649183	0.017575388	0.731916188	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031250985	0.067660625	0.143213728	0.054435704	0.731055597	1.48E-08	7.60E-06	1.80E-11	5.95E-07	2.48E-04	3.82E-05	0.003340065	0	 
30.5	0.013365811	7.91E-05	0.119607475	0.880392525	926.8720895	1912.162129	1713.176518	1993.262395	39.898	39.89835907	78012.16762	8.653077644	718.3660897	0.055280603	6.13E-06	5.10E-04	18567.93503	2.059547739	71.23011706	0.8092698	0.783818947	916.4949278	1443925.417	1443925.417	5.385832462	1034.679259	19.1008994	1.283029719	18567.9551	0.01447196	6.50E-04	1.45E-04	5.05E-04	951.520622	1232.034721	1.294806116	-21.43584596	1080.857097	1368.660202	1.26627304	-280.6235143	0.172387586	0.046491108	0.017575115	0.731904823	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031266029	0.067706016	0.143217508	0.054440895	0.731092605	1.36E-08	7.17E-06	1.60E-11	5.62E-07	2.39E-04	3.58E-05	0.003260783	0	 
31	0.01342127	8.04E-05	0.116815408	0.883184592	922.1830184	1904.024434	1709.915293	1989.224304	39.146	39.14634336	73944.52474	8.201896363	722.4670379	0.052401018	5.81E-06	5.13E-04	18217.21881	2.020646441	72.24044028	0.813882715	0.788293547	916.4949278	1444611.607	1444611.607	5.416532218	1013.149718	18.6520653	1.253028408	18217.23849	0.014538568	6.50E-04	1.42E-04	5.08E-04	950.2771758	1230.7877	1.295188111	-21.63322743	1080.150285	1367.95178	1.266445789	-286.8827424	0.172384942	0.046490395	0.017574846	0.731893597	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031280888	0.067750714	0.143221081	0.054445932	0.731129056	1.26E-08	6.76E-06	1.42E-11	5.30E-07	2.30E-04	3.35E-05	0.003182696	0	 
31.5	0.01347673	8.18E-05	0.114142314	0.885857686	917.5167935	1895.919522	1706.494892	1985.20773	38.407	38.40705432	71152.9269	7.892253476	726.4131646	0.050425421	5.59E-06	5.16E-04	17870.97355	1.982241058	73.23156081	0.818321715	0.79259922	916.4949278	1445298.939	1445298.939	5.446074547	992.0430015	18.21543181	1.223531168	17870.99273	0.014606079	6.50E-04	1.39E-04	5.10E-04	949.0329209	1229.539865	1.295571353	-21.8183188	1079.440484	1367.240433	1.266619563	-293.1065295	0.172382293	0.04648968	0.017574576	0.731882352	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031295771	0.067794541	0.143224443	0.054450798	0.731164805	1.16E-08	6.37E-06	1.26E-11	5.00E-07	2.21E-04	3.14E-05	0.003106112	0	 
32	0.01353219	8.33E-05	0.111758722	0.888241278	912.8249755	1887.721139	1702.548985	1981.170981	37.672	37.67158858	63628.04615	7.057596788	729.941963	0.045095006	5.00E-06	5.18E-04	17519.20867	1.943223442	74.20317253	0.822291474	0.796449539	916.4949278	1445937.4	1445937.4	5.47249399	971.0894288	17.79072486	1.193856358	17519.22761	0.014674485	6.50E-04	1.37E-04	5.13E-04	947.7717914	1228.27541	1.295961139	-22.02952092	1078.716513	1366.514957	1.266797106	-299.2556255	0.172379833	0.046489017	0.017574325	0.731871906	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031309596	0.067838176	0.143227655	0.054455572	0.731200405	1.07E-08	6.00E-06	1.11E-11	4.71E-07	2.13E-04	2.93E-05	0.003029847	0	 
32.5	0.01358765	8.47E-05	0.109541377	0.890458623	908.1427148	1879.516318	1698.33794	1977.144365	36.946	36.94644565	59389.13617	6.587418631	733.2356723	0.042092994	4.67E-06	5.20E-04	17169.58485	1.904443311	75.15539419	0.825996963	0.80004335	916.4949278	1446554.775	1446554.775	5.497154669	950.4925875	17.37766791	1.164532055	17169.60335	0.014743779	6.50E-04	1.35E-04	5.15E-04	946.5049103	1227.005313	1.296353881	-22.24444397	1077.985887	1365.78288	1.266976587	-305.3487387	0.172377454	0.046488375	0.017574082	0.731861806	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031322965	0.067881143	0.143230687	0.054460202	0.731235471	9.82E-09	5.64E-06	9.83E-12	4.43E-07	2.04E-04	2.74E-05	0.002954728	0	 
33	0.01364311	8.61E-05	0.107408854	0.892591146	903.4932607	1871.36371	1694.03534	1973.147897	36.236	36.23567166	57345.96669	6.360791111	736.4160679	0.040646989	4.51E-06	5.23E-04	16826.87276	1.866429826	76.0886091	0.829575159	0.803513523	916.4949278	1447171.617	1447171.617	5.520968188	930.3750742	16.97598312	1.135881288	16826.8907	0.014813952	6.50E-04	1.32E-04	5.18E-04	945.2398859	1225.737076	1.296747095	-22.44762007	1077.253817	1365.049423	1.267156729	-311.3992874	0.172375077	0.046487734	0.01757384	0.731851714	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031336322	0.067923141	0.143233528	0.05446466	0.731269757	9.03E-09	5.31E-06	8.68E-12	4.17E-07	1.96E-04	2.56E-05	0.002881278	0	 
33.5	0.013698569	8.76E-05	0.105308821	0.894691179	898.8915344	1863.301803	1689.753768	1969.194394	35.542	35.5416356	56730.93808	6.292572389	739.5623541	0.040213125	4.46E-06	5.25E-04	16493.88075	1.829494489	77.00335634	0.833115161	0.806946478	916.4949278	1447802.914	1447802.914	5.544527523	910.805088	16.58539232	1.108088902	16493.89808	0.014884995	6.50E-04	1.30E-04	5.20E-04	943.9818214	1224.475723	1.297139093	-22.62861551	1076.523858	1364.318144	1.267336654	-317.4167379	0.172372645	0.046487078	0.017573592	0.731841386	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031349992	0.067963993	0.143236175	0.05446893	0.731303119	8.31E-09	4.99E-06	7.67E-12	3.93E-07	1.89E-04	2.39E-05	0.002809807	0	 
34	0.013754029	8.91E-05	0.103355725	0.896644275	894.3043941	1855.241357	1685.243816	1965.255355	34.858	34.85837331	52908.53045	5.868592503	742.4966503	0.037505567	4.16E-06	5.27E-04	16164.02492	1.792907017	77.89980985	0.836416814	0.810148128	916.4949278	1448411.533	1448411.533	5.566500603	891.6042127	16.20561785	1.080707952	16164.0418	0.014956901	6.50E-04	1.28E-04	5.22E-04	942.7195359	1223.210268	1.297533594	-22.81492672	1075.787973	1363.580988	1.267518343	-323.373687	0.1723703	0.046486446	0.017573353	0.731831429	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031363171	0.068004166	0.143238671	0.054473067	0.731335937	7.64E-09	4.70E-06	6.77E-12	3.70E-07	1.81E-04	2.23E-05	0.002739501	0	 
34.5	0.013809489	9.06E-05	0.101570004	0.898429996	889.7257205	1847.163789	1680.458874	1961.325539	34.185	34.18477797	48463.62101	5.37556497	745.1844328	0.034356423	3.81E-06	5.29E-04	15836.25498	1.756550909	78.77808531	0.839441245	0.813080804	916.4949278	1448986.671	1448986.671	5.58662872	872.7409989	15.8363834	1.053667953	15836.27143	0.01502966	6.50E-04	1.26E-04	5.24E-04	941.4507601	1221.938496	1.297931393	-23.01388981	1075.044384	1362.836175	1.26770224	-329.2614672	0.172368083	0.046485848	0.017573127	0.73182202	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031375625	0.068043753	0.143241027	0.054477082	0.731368289	7.02E-09	4.41E-06	5.97E-12	3.48E-07	1.74E-04	2.08E-05	0.002670194	0	 
35	0.013864949	9.22E-05	0.099768758	0.900231242	885.2082946	1839.211478	1675.798356	1957.450262	33.53	33.52952583	49114.8961	5.447804136	747.9083349	0.034819854	3.86E-06	5.31E-04	15520.42825	1.721519537	79.63884507	0.842506472	0.81605289	916.4949278	1449587.579	1449587.579	5.607028343	854.4657217	15.47741467	1.027621795	15520.44405	0.015103265	6.50E-04	1.24E-04	5.26E-04	940.1937499	1220.678356	1.298326389	-23.1836865	1074.306261	1362.096891	1.26788509	-335.1200263	0.172365768	0.046485224	0.017572891	0.731812189	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031388637	0.06808207	0.143243211	0.054480908	0.731399617	6.45E-09	4.15E-06	5.27E-12	3.27E-07	1.67E-04	1.94E-05	0.002603082	0	 
35.5	0.013920409	9.37E-05	0.097965005	0.902034995	880.7480412	1831.373725	1671.233834	1953.625978	32.892	32.89154279	49405.96739	5.480089644	750.6483797	0.035027923	3.89E-06	5.33E-04	15215.43557	1.687689874	80.48269001	0.845590015	0.81904259	916.4949278	1450211.237	1450211.237	5.627549866	836.7418513	15.12843996	1.002486885	15215.45076	0.015177706	6.50E-04	1.22E-04	5.28E-04	938.9474191	1219.428777	1.298718919	-23.32759389	1073.572822	1361.362351	1.268067078	-340.9466183	0.172363365	0.046484576	0.017572646	0.731801986	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031402142	0.068119201	0.143245238	0.05448456	0.731429989	5.93E-09	3.90E-06	4.65E-12	3.08E-07	1.61E-04	1.81E-05	0.002538018	0	 
36	0.013975868	9.53E-05	0.0962631	0.9037369	876.314199	1823.564975	1666.534374	1949.82627	32.266	32.26552371	46739.9186	5.184372606	753.240566	0.033139348	3.68E-06	5.35E-04	14915.51013	1.654422267	81.30990114	0.848507306	0.82187096	916.4949278	1450819.8	1450819.8	5.646964945	819.4145413	14.78919072	0.977876509	14915.52486	0.015252974	6.50E-04	1.20E-04	5.29E-04	937.7011202	1218.179308	1.299112566	-23.47231753	1072.836166	1360.62464	1.26825016	-346.7150821	0.17236102	0.046483943	0.017572407	0.73179203	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.03141532	0.068155573	0.143247141	0.054488084	0.731459752	5.44E-09	3.67E-06	4.10E-12	2.89E-07	1.54E-04	1.69E-05	0.002474257	0	 
36.5	0.014031328	9.68E-05	0.094629828	0.905370172	871.9161315	1815.810549	1661.772355	1946.059154	31.653	31.6527796	44988.48404	4.990104202	755.7356181	0.031899077	3.54E-06	5.36E-04	14622.25462	1.621894487	82.12084839	0.851315414	0.824593345	916.4949278	1451423.401	1451423.401	5.665653397	802.5189984	14.45940199	0.953892022	14622.26886	0.015329061	6.50E-04	1.19E-04	5.31E-04	936.4582191	1216.933263	1.299506201	-23.61103404	1072.098717	1359.886182	1.268433736	-352.4315303	0.172358694	0.046483316	0.01757217	0.731782155	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.03142839	0.068191079	0.14324892	0.054491472	0.73148882	5.00E-09	3.45E-06	3.62E-12	2.72E-07	1.48E-04	1.58E-05	0.002411984	0	 
37	0.014086788	9.84E-05	0.093069243	0.906930757	867.5522676	1808.105412	1656.937728	1942.323266	31.053	31.05283777	43101.7192	4.780825019	758.1260306	0.030562708	3.39E-06	5.38E-04	14335.28957	1.590064441	82.91588061	0.85400588	0.827201556	916.4949278	1452018.85	1452018.85	5.683558921	786.0394764	14.13881283	0.930503886	14335.30333	0.015405958	6.50E-04	1.17E-04	5.33E-04	935.2182468	1215.690189	1.299899989	-23.74608217	1071.360057	1359.146556	1.26861791	-358.0933539	0.172356399	0.046482697	0.017571936	0.731772413	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031441284	0.068225759	0.143250585	0.054494732	0.731517226	4.59E-09	3.24E-06	3.19E-12	2.56E-07	1.42E-04	1.47E-05	0.002351133	0	 
37.5	0.014142248	1.00E-04	0.091572307	0.908427693	863.2248583	1800.455451	1652.04963	1938.620513	30.466	30.46582581	41453.60516	4.598016886	760.4250391	0.029395426	3.26E-06	5.40E-04	14054.89566	1.558963264	83.69536224	0.856593589	0.829710035	916.4949278	1452608.076	1452608.076	5.700780579	769.9769527	13.8271666	0.907725545	14054.90895	0.015483655	6.50E-04	1.15E-04	5.35E-04	933.9821184	1214.450992	1.300293622	-23.87635751	1070.62081	1358.406387	1.268802525	-363.7013752	0.172354129	0.046482085	0.017571704	0.731762773	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031454043	0.0682596	0.143252141	0.054497865	0.731544957	4.22E-09	3.04E-06	2.81E-12	2.41E-07	1.37E-04	1.38E-05	0.002291724	0	 
38	0.014197708	1.02E-04	0.090234198	0.909765802	858.9053897	1792.777513	1646.893292	1934.92648	29.887	29.88721484	37052.68051	4.109868129	762.4799731	0.026275872	2.91E-06	5.41E-04	13776.27372	1.528058633	84.45939156	0.858906681	0.831952202	916.4949278	1453149.058	1453149.058	5.716174609	754.2053921	13.52421127	0.88524352	13776.28665	0.015562143	6.50E-04	1.14E-04	5.36E-04	932.7394121	1213.205468	1.300690688	-24.02906062	1069.872916	1357.657601	1.268989598	-369.2282883	0.172352044	0.046481523	0.017571492	0.731753923	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031465757	0.068292977	0.143253612	0.05450091	0.731572323	3.87E-09	2.86E-06	2.48E-12	2.26E-07	1.31E-04	1.28E-05	0.0022331	0	 
38.5	0.014253167	1.03E-04	0.08899332	0.91100668	854.6116378	1785.121839	1641.605556	1931.256383	29.32	29.31959707	34385.55316	3.814031457	764.3869888	0.024385595	2.70E-06	5.42E-04	13502.42252	1.497683169	85.20823314	0.861053369	0.834032972	916.4949278	1453663.663	1453663.663	5.730461198	738.7948787	13.22969967	0.863248981	13502.43502	0.015641414	6.50E-04	1.12E-04	5.37E-04	931.4965927	1211.959968	1.301088997	-24.18960013	1069.121201	1356.905031	1.269177929	-374.687581	0.172350061	0.046480988	0.01757129	0.731745504	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.0314769	0.068325675	0.143254991	0.054503849	0.731599144	3.55E-09	2.68E-06	2.18E-12	2.12E-07	1.26E-04	1.19E-05	0.002175641	0	 
39	0.014308627	1.05E-04	0.087780813	0.912219187	850.3635545	1777.54654	1636.340751	1927.627259	28.766	28.76572896	33684.69719	3.7362928	766.2551352	0.023889634	2.65E-06	5.44E-04	13236.47279	1.468184134	85.94232521	0.863156398	0.836071332	916.4949278	1454179.945	1454179.945	5.744457223	723.8172015	12.94338966	0.841937474	13236.48482	0.015721458	6.50E-04	1.11E-04	5.39E-04	930.2611834	1210.721869	1.30148596	-24.34012079	1068.371432	1356.154448	1.269366072	-380.0967048	0.172348072	0.046480451	0.017571087	0.731737057	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.03148808	0.068357459	0.143256273	0.054506661	0.73162523	3.25E-09	2.52E-06	1.92E-12	1.99E-07	1.21E-04	1.11E-05	0.002119758	0	 
39.5	0.014364087	1.07E-04	0.086694466	0.913305534	846.1315732	1769.963673	1630.876471	1924.013819	28.221	28.22106725	30145.0573	3.343677395	767.9269739	0.021380225	2.37E-06	5.45E-04	12973.63836	1.439030647	86.66184053	0.865038521	0.837895498	916.4949278	1454652.546	1454652.546	5.756983081	709.1479607	12.66504428	0.820999366	12973.65003	0.015802266	6.50E-04	1.10E-04	5.40E-04	929.0222183	1209.480443	1.301885379	-24.50940953	1067.614932	1355.397164	1.269556207	-385.4271786	0.172346251	0.04647996	0.017570901	0.731729325	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031498314	0.068388711	0.143257481	0.054509385	0.731650893	2.98E-09	2.36E-06	1.68E-12	1.87E-07	1.16E-04	1.04E-05	0.002064781	0	 
40	0.014419547	1.08E-04	0.085725789	0.914274211	841.9177343	1762.378124	1625.230562	1920.41781	27.686	27.68580071	26824.46984	2.975359195	769.4146535	0.019025954	2.11E-06	5.46E-04	12714.28174	1.410262917	87.36697199	0.866713395	0.839518725	916.4949278	1455081.76	1455081.76	5.768129661	694.7910556	12.39443188	0.80045527	12714.29303	0.015883827	6.50E-04	1.09E-04	5.41E-04	927.7804355	1208.236424	1.302287026	-24.6969966	1066.852116	1354.633593	1.269748236	-390.6788383	0.172344597	0.046479514	0.017570733	0.731722303	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031507608	0.068419413	0.143258615	0.054512021	0.731676118	2.73E-09	2.21E-06	1.48E-12	1.76E-07	1.11E-04	9.64E-06	0.002010743	0	 
40.5	0.014475006	1.10E-04	0.084711908	0.915288092	837.7701772	1754.93492	1619.772917	1916.880295	27.167	27.16654227	28218.06731	3.129936455	770.9796218	0.020015261	2.22E-06	5.47E-04	12465.63479	1.382683099	88.05831354	0.868475358	0.841226283	916.4949278	1455542.361	1455542.361	5.779855838	680.917375	12.13132622	0.780755467	12465.64559	0.015966133	6.50E-04	1.08E-04	5.42E-04	926.5543084	1207.007898	1.302684459	-24.8563236	1066.097676	1353.878441	1.26993846	-395.8978415	0.172342822	0.046479035	0.017570552	0.731714768	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031517582	0.068448994	0.143259661	0.054514521	0.731700437	2.50E-09	2.08E-06	1.30E-12	1.65E-07	1.07E-04	8.97E-06	0.001958645	0	 
41	0.014530466	1.12E-04	0.083728005	0.916271995	833.6658443	1747.56492	1614.331372	1913.381546	26.66	26.65971905	27429.63728	3.042484119	772.5008638	0.019456847	2.16E-06	5.48E-04	12223.95877	1.355876494	88.73625179	0.870188164	0.842886131	916.4949278	1455999.297	1455999.297	5.791254862	667.4287205	11.87550647	0.761657223	12223.96916	0.016049174	6.50E-04	1.07E-04	5.43E-04	925.3353437	1205.786553	1.30308062	-25.00966966	1065.344803	1353.124889	1.270128587	-401.0629894	0.172341061	0.046478561	0.017570372	0.731707292	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031527476	0.068477759	0.143260633	0.054516915	0.731724098	2.29E-09	1.95E-06	1.14E-12	1.55E-07	1.02E-04	8.35E-06	0.001907957	0	 
41.5	0.014585926	1.14E-04	0.082832135	0.917167865	829.5867753	1740.212993	1608.772039	1909.906219	26.163	26.16263755	24939.3583	2.766263396	773.8839955	0.017691141	1.96E-06	5.49E-04	11986.49791	1.329537433	89.4010205	0.871745533	0.844395285	916.4949278	1456422.86	1456422.86	5.801619427	654.2524377	11.62675733	0.742983487	11986.50796	0.01613294	6.50E-04	1.06E-04	5.44E-04	924.1167691	1204.565772	1.303477886	-25.17545815	1064.587915	1352.36735	1.270320028	-406.1561949	0.172339429	0.04647812	0.017570206	0.731700363	9.32E-10	6.46E-07	9.08E-14	5.23E-08	2.70E-05	2.35E-06	3.45E-04	0.031536648	0.068505935	0.143261544	0.054519224	0.731747288	2.10E-09	1.83E-06	1.00E-12	1.45E-07	9.80E-05	7.77E-06	0.001858277	0	 
