Kurbelwinkel-LW [°KW]	Brennraumvolumen-LW [m3]	LWAideal [Pa]	LWArealGemittelt [Pa]	LWA[Pa]
386.80000000000007	 7.087376868662817E-5	 35213.907401029755	 34877.77031847315	 34877.77031847315	 
386.9000000000001	 7.109294428160685E-5	 35186.42772139588	 34845.765912020324	 34845.765912020324	 
387.0	 7.131285267699224E-5	 35158.16351086954	 34814.29098033161	 34814.29098033161	 
387.1	 7.153349280299215E-5	 35129.34277860414	 34783.16649098863	 34783.16649098863	 
387.20000000000005	 7.175486358646787E-5	 35101.66643993136	 34752.38363241096	 34752.38363241096	 
387.30000000000007	 7.197696395094084E-5	 35074.85298455376	 34722.03402389356	 34722.03402389356	 
387.4	 7.219979281660085E-5	 35048.268499427904	 34692.129882647634	 34692.129882647634	 
387.5	 7.242334910031304E-5	 35021.62360240274	 34662.61606567074	 34662.61606567074	 
387.60000000000014	 7.264763171562539E-5	 34996.19197768877	 34633.51905931925	 34633.51905931925	 
387.69999999999993	 7.287263957277387E-5	 34969.44035297481	 34604.76528142289	 34604.76528142289	 
387.80000000000007	 7.30983715786948E-5	 34942.632252288335	 34576.210050448484	 34576.210050448484	 
387.9000000000001	 7.332482663702602E-5	 34915.47861384439	 34547.79669321647	 34547.79669321647	 
388.0	 7.355200364811884E-5	 34889.21765274596	 34519.54626984145	 34519.54626984145	 
388.1	 7.377990150904398E-5	 34862.527904462244	 34491.466359796905	 34491.466359796905	 
388.20000000000005	 7.400851911359826E-5	 34836.74213787187	 34463.56876516437	 34463.56876516437	 
388.30000000000007	 7.42378553523135E-5	 34811.77156578946	 34435.947090588124	 34435.947090588124	 
388.4	 7.446790911246229E-5	 34789.20804176201	 34408.78675843735	 34408.78675843735	 
388.5	 7.469867927806776E-5	 34766.49261842105	 34382.16674603803	 34382.16674603803	 
388.6	 7.493016472990898E-5	 34744.29033009153	 34356.02548981153	 34356.02548981153	 
388.70000000000005	 7.516236434552932E-5	 34720.23875114415	 34330.20020380175	 34330.20020380175	 
388.79999999999995	 7.539527699924417E-5	 34696.577286613276	 34304.552366764896	 34304.552366764896	 
388.9000000000001	 7.56289015621498E-5	 34674.22515846682	 34279.173441793246	 34279.173441793246	 
389.0000000000001	 7.586323690212734E-5	 34651.06621109839	 34254.05673400536	 34254.05673400536	 
389.1	 7.609828188385431E-5	 34627.28264130433	 34229.07175160751	 34229.07175160751	 
389.20000000000005	 7.633403536881052E-5	 34603.52254977119	 34204.160939167195	 34204.160939167195	 
389.30000000000007	 7.657049621528623E-5	 34578.59605091534	 34179.236388527	 34179.236388527	 
389.4	 7.680766327838908E-5	 34553.513121853524	 34154.215769260656	 34154.215769260656	 
389.5	 7.704553541005302E-5	 34527.88753832952	 34129.067086132316	 34129.067086132316	 
389.6	 7.728411145904517E-5	 34502.9361882151	 34103.8199042329	 34103.8199042329	 
389.70000000000005	 7.752339027097443E-5	 34478.4437397025	 34078.56320822286	 34078.56320822286	 
389.79999999999995	 7.776337068829788E-5	 34454.47943764301	 34053.364417639816	 34053.364417639816	 
389.9	 7.800405155033095E-5	 34430.24955205951	 34028.23286359648	 34028.23286359648	 
390.0000000000001	 7.824543169325353E-5	 34408.722641304346	 34003.3236175298	 34003.3236175298	 
390.1	 7.848750995011741E-5	 34389.042504004574	 33978.900156718155	 33978.900156718155	 
390.20000000000005	 7.8730285150856E-5	 34369.33083352404	 33955.0100154116	 33955.0100154116	 
390.30000000000007	 7.897375612229141E-5	 34349.59595938217	 33931.57713372853	 33931.57713372853	 
390.4000000000001	 7.921792168814204E-5	 34331.17792734554	 33908.623922450744	 33908.623922450744	 
390.5	 7.946278066903094E-5	 34313.72126830663	 33886.22907791171	 33886.22907791171	 
390.6	 7.970833188249434E-5	 34295.161680205965	 33864.30614264778	 33864.30614264778	 
390.70000000000005	 7.995457414298893E-5	 34276.49779004577	 33842.71900432529	 33842.71900432529	 
390.80000000000007	 8.02015062618996E-5	 34260.0704673913	 33821.559272587205	 33821.559272587205	 
390.9	 8.044912704754878E-5	 34243.64213787186	 33800.90580248548	 33800.90580248548	 
391.0	 8.069743530520413E-5	 34227.52108524029	 33780.71164580327	 33780.71164580327	 
391.10000000000014	 8.094642983708615E-5	 34211.72845366132	 33760.95611401988	 33760.95611401988	 
391.19999999999993	 8.11961094423754E-5	 34195.24351086957	 33741.55693915954	 33741.55693915954	 
391.30000000000007	 8.144647291722496E-5	 34179.03211498857	 33722.44246666858	 33722.44246666858	 
391.4000000000001	 8.169751905476246E-5	 34163.75852231123	 33703.65056100635	 33703.65056100635	 
391.5	 8.194924664510294E-5	 34149.09284725401	 33685.232592876804	 33685.232592876804	 
391.6	 8.220165447535608E-5	 34134.40881979406	 33667.17594980615	 33667.17594980615	 
391.70000000000005	 8.245474132963343E-5	 34121.072847254014	 33649.51571190789	 33649.51571190789	 
391.80000000000007	 8.270850598905713E-5	 34107.09481521739	 33632.241652993594	 33632.241652993594	 
391.9	 8.296294723176856E-5	 34094.22827059497	 33615.33555362378	 33615.33555362378	 
392.0	 8.321806383293716E-5	 34080.80030720825	 33598.78227711483	 33598.78227711483	 
392.1	 8.347385456476801E-5	 34067.019437643045	 33582.48638715404	 33582.48638715404	 
392.20000000000005	 8.373031819650945E-5	 34054.45984954234	 33566.4688870075	 33566.4688870075	 
392.29999999999995	 8.398745349446398E-5	 34043.073350686514	 33550.83339329916	 33550.83339329916	 
392.4000000000001	 8.42452592219949E-5	 34033.56030720826	 33535.70773437584	 33535.70773437584	 
392.5000000000001	 8.450373413953377E-5	 34024.527446796346	 33521.1612759695	 33521.1612759695	 
392.6	 8.476287700459159E-5	 34016.541314073234	 33507.20986115693	 33507.20986115693	 
392.70000000000005	 8.502268657176597E-5	 34008.54346510301	 33493.83810427309	 33493.83810427309	 
392.80000000000007	 8.528316159274936E-5	 33999.050741990875	 33480.891707249466	 33480.891707249466	 
392.9	 8.554430081633723E-5	 33990.24593649888	 33468.27858920565	 33468.27858920565	 
393.0	 8.580610298843854E-5	 33982.71165732268	 33456.06805095438	 33456.06805095438	 
393.1	 8.606856685208279E-5	 33976.05797311215	 33444.33005947939	 33444.33005947939	 
393.20000000000005	 8.633169114742858E-5	 33969.409323226566	 33433.05429366443	 33433.05429366443	 
393.29999999999995	 8.659547461177208E-5	 33962.01303032038	 33422.144309033916	 33422.144309033916	 
393.4	 8.685991597955897E-5	 33954.91984954235	 33411.53569946292	 33411.53569946292	 
393.5000000000001	 8.712501398238758E-5	 33947.37133695653	 33401.18575033148	 33401.18575033148	 
393.6	 8.739076734902104E-5	 33940.31737814647	 33391.068756921464	 33391.068756921464	 
393.70000000000005	 8.765717480539701E-5	 33934.64053604121	 33381.25890182414	 33381.25890182414	 
393.80000000000007	 8.79242350746338E-5	 33929.922000572114	 33371.84449685871	 33371.84449685871	 
393.9000000000001	 8.819194687704072E-5	 33928.00378546913	 33362.97946719686	 33362.97946719686	 
394.0	 8.846030893012526E-5	 33927.11353375289	 33354.798754109695	 33354.798754109695	 
394.1	 8.872931994860542E-5	 33928.17701201375	 33347.379007901574	 33347.379007901574	 
394.20000000000005	 8.899897864441436E-5	 33930.15655434785	 33340.77960541998	 33340.77960541998	 
394.30000000000007	 8.926928372671214E-5	 33932.252847254036	 33334.959631346675	 33334.959631346675	 
394.4	 8.954023390189258E-5	 33935.62836212817	 33329.9031606704	 33329.9031606704	 
394.5	 8.981182787359513E-5	 33939.274860984005	 33325.602090445485	 33325.602090445485	 
394.60000000000014	 9.00840643427105E-5	 33944.65019279179	 33322.07347594764	 33322.07347594764	 
394.69999999999993	 9.035694200739047E-5	 33950.3306046911	 33319.33157755707	 33319.33157755707	 
394.80000000000007	 9.063045956306042E-5	 33957.30959782611	 33317.369864096516	 33317.369864096516	 
394.9000000000001	 9.090461570242203E-5	 33964.87055892451	 33316.19456955338	 33316.19456955338	 
395.0	 9.117940911546765E-5	 33972.823465103014	 33315.76820370001	 33315.76820370001	 
395.1	 9.145483848948694E-5	 33982.7620463387	 33316.12562560695	 33316.12562560695	 
395.20000000000005	 9.173090250907682E-5	 33995.056325514895	 33317.386206120354	 33317.386206120354	 
395.30000000000007	 9.200759985614936E-5	 34008.85280148747	 33319.63140634003	 33319.63140634003	 
395.4	 9.228492920994216E-5	 34025.6021836385	 33322.964292171615	 33322.964292171615	 
395.5	 9.256288924702692E-5	 34044.19394565221	 33327.48895737848	 33327.48895737848	 
395.6	 9.284147864131941E-5	 34063.916554347874	 33333.214649577254	 33333.214649577254	 
395.70000000000005	 9.312069606408685E-5	 34084.3088655607	 33340.097229760744	 33340.097229760744	 
395.79999999999995	 9.34005401839584E-5	 34104.53380835245	 33348.04021710472	 33348.04021710472	 
395.9000000000001	 9.368100966693603E-5	 34127.441085240316	 33357.0488443886	 33357.0488443886	 
396.0000000000001	 9.396210317639891E-5	 34152.57206922203	 33367.229249913675	 33367.229249913675	 
396.1	 9.4243819373118E-5	 34180.29385411908	 33378.67153289001	 33378.67153289001	 
396.20000000000005	 9.452615691526236E-5	 34209.49238958812	 33391.422537411076	 33391.422537411076	 
396.30000000000007	 9.480911445840955E-5	 34240.56511270028	 33405.49429226268	 33405.49429226268	 
396.4	 9.509269065555361E-5	 34273.75330491999	 33420.92369800354	 33420.92369800354	 
396.5	 9.537688415711698E-5	 34308.689689359315	 33437.737770232634	 33437.737770232634	 
396.6	 9.566169361095677E-5	 34346.87541018314	 33456.00713983651	 33456.00713983651	 
396.70000000000005	 9.594711766237689E-5	 34386.50209210531	 33475.78020083108	 33475.78020083108	 
396.79999999999995	 9.623315495413452E-5	 34427.95275572092	 33497.04438201409	 33497.04438201409	 
396.9	 9.651980412645421E-5	 34469.81751544625	 33519.74750502425	 33519.74750502425	 
397.0000000000001	 9.6807063817032E-5	 34510.770101258684	 33543.73744796382	 33543.73744796382	 
397.1	 9.709493266104682E-5	 34551.459895309	 33568.85355316584	 33568.85355316584	 
397.20000000000005	 9.738340929117364E-5	 34591.07243535474	 33594.94254293081	 33594.94254293081	 
397.30000000000007	 9.767249233758667E-5	 34628.76630263164	 33621.80417358578	 33621.80417358578	 
397.4000000000001	 9.79621804279742E-5	 34666.07957494284	 33649.287301111646	 33649.287301111646	 
397.5	 9.825247218754404E-5	 34701.20593649894	 33677.24348521351	 33677.24348521351	 
397.6	 9.854336623903811E-5	 34736.224563501164	 33705.54972983917	 33705.54972983917	 
397.70000000000005	 9.883486120273554E-5	 34770.80744679639	 33734.15762005876	 33734.15762005876	 
397.80000000000007	 9.912695569646848E-5	 34805.76685183075	 33763.04133166883	 33763.04133166883	 
397.9	 9.941964833562736E-5	 34840.24117677351	 33792.17470607065	 33792.17470607065	 
398.0	 9.971293773317403E-5	 34872.92813329524	 33821.45447879198	 33821.45447879198	 
398.10000000000014	 1.0000682249964861E-4	 34905.621451373074	 33850.80537355806	 33850.80537355806	 
398.19999999999993	 1.0030130124317883E-4	 34937.974677917686	 33880.21001989974	 33880.21001989974	 
398.30000000000007	 1.0059637256949455E-4	 34970.37902574375	 33909.6544260143	 33909.6544260143	 
398.4000000000001	 1.0089203508193174E-4	 35001.0901927918	 33939.07576208492	 33939.07576208492	 
398.5	 1.0118828738144456E-4	 35029.72666876438	 33968.33992784215	 33968.33992784215	 
398.6	 1.0148512806661686E-4	 35056.72557036618	 33997.32560282161	 33997.32560282161	 
398.70000000000005	 1.017825557336696E-4	 35082.648270595	 34025.95677727752	 34025.95677727752	 
398.80000000000007	 1.0208056897647038E-4	 35107.72168020601	 34054.19142186834	 34054.19142186834	 
398.9	 1.0237916638654556E-4	 35131.33797311219	 34081.97640383115	 34081.97640383115	 
399.0	 1.0267834655308965E-4	 35154.97023855838	 34109.29473557811	 34109.29473557811	 
399.1	 1.0297810806297265E-4	 35178.13348798631	 34136.165542989394	 34136.165542989394	 
399.20000000000005	 1.0327844950075272E-4	 35200.18158867284	 34162.56148115717	 34162.56148115717	 
399.29999999999995	 1.0357936944868491E-4	 35222.07751544626	 34188.46957883078	 34188.46957883078	 
399.4000000000001	 1.0388086648673199E-4	 35242.2916115561	 34213.85995806918	 34213.85995806918	 
399.5000000000001	 1.0418293919257262E-4	 35261.424471968014	 34238.67207812952	 34238.67207812952	 
399.6	 1.0448558614161325E-4	 35279.3212683067	 34262.86552794395	 34262.86552794395	 
399.70000000000005	 1.0478880590699752E-4	 35295.62982665906	 34286.38015132271	 34286.38015132271	 
399.80000000000007	 1.0509259705961609E-4	 35310.28854519455	 34309.09806546103	 34309.09806546103	 
399.9	 1.0539695816811514E-4	 35322.41184038907	 34330.90981856316	 34330.90981856316	 
400.0	 1.0570188779891068E-4	 35333.87573054923	 34351.767740201336	 34351.767740201336	 
400.1	 1.0600738451619368E-4	 35344.55847654466	 34371.69103838441	 34371.69103838441	 
400.20000000000005	 1.0631344688194342E-4	 35355.231794622465	 34390.72209603166	 34390.72209603166	 
400.29999999999995	 1.0662007345593619E-4	 35364.16625686503	 34408.86362058032	 34408.86362058032	 
400.4	 1.0692726279575669E-4	 35372.94392276891	 34426.11429505658	 34426.11429505658	 
400.5000000000001	 1.0723501345680651E-4	 35381.109506292945	 34442.51384151897	 34442.51384151897	 
400.6	 1.0754332399231403E-4	 35388.433762585846	 34458.07375185523	 34458.07375185523	 
400.70000000000005	 1.0785219295334815E-4	 35394.33367105267	 34472.77407368259	 34472.77407368259	 
400.80000000000007	 1.0816161888882445E-4	 35400.097973112155	 34486.623677754906	 34486.623677754906	 
400.9000000000001	 1.0847160034551745E-4	 35404.75980377576	 34499.64174542226	 34499.64174542226	 
401.0	 1.0878213586806959E-4	 35407.30785869567	 34511.77134116261	 34511.77134116261	 
401.1	 1.0909322399900367E-4	 35407.82552459957	 34522.92477171858	 34522.92477171858	 
401.20000000000005	 1.0940486327873071E-4	 35408.74726373001	 34533.1155066846	 34533.1155066846	 
401.30000000000007	 1.0971705224556121E-4	 35410.693396453134	 34542.47180095617	 34542.47180095617	 
401.4	 1.1002978943571633E-4	 35413.06762986274	 34551.11492125405	 34551.11492125405	 
401.5	 1.1034307338333714E-4	 35415.26877402749	 34559.11148080552	 34559.11148080552	 
401.60000000000014	 1.1065690262049518E-4	 35416.60708066364	 34566.473613069655	 34566.473613069655	 
401.69999999999993	 1.1097127567720111E-4	 35418.024060068674	 34573.22306424449	 34573.22306424449	 
401.80000000000007	 1.1128619108142116E-4	 35417.95147425631	 34579.354504759496	 34579.354504759496	 
401.9000000000001	 1.1160164735907882E-4	 35418.181634439374	 34584.8734041099	 34584.8734041099	 
402.0	 1.1191764303407193E-4	 35418.56305320368	 34589.8470095654	 34589.8470095654	 
402.1	 1.1223417662828059E-4	 35418.03014702519	 34594.29001754414	 34594.29001754414	 
402.20000000000005	 1.125512466615779E-4	 35414.678293478275	 34598.10081605059	 34598.10081605059	 
402.30000000000007	 1.1286885165183986E-4	 35411.093579519475	 34601.21413507139	 34601.21413507139	 
402.4	 1.131869901149567E-4	 35407.28515846683	 34603.6687419249	 34603.6687419249	 
402.5	 1.1350566056484381E-4	 35403.648133295224	 34605.5164367149	 34605.5164367149	 
402.6	 1.138248615134504E-4	 35400.505616132745	 34606.833015617194	 34606.833015617194	 
402.70000000000005	 1.1414459147077248E-4	 35397.63962070939	 34607.69225851443	 34607.69225851443	 
402.79999999999995	 1.144648489448601E-4	 35394.86049027463	 34608.14632829958	 34608.14632829958	 
402.9000000000001	 1.1478563244183282E-4	 35392.03472368423	 34608.23070650032	 34608.23070650032	 
403.0000000000001	 1.1510694046588422E-4	 35389.10163443938	 34607.97051843821	 34607.97051843821	 
403.1	 1.1542877151929766E-4	 35384.794632151046	 34607.33658530338	 34607.33658530338	 
403.20000000000005	 1.1575112410245526E-4	 35378.32177173916	 34606.220551747625	 34606.220551747625	 
403.30000000000007	 1.1607399671384667E-4	 35368.170787757466	 34604.43216573068	 34604.43216573068	 
403.4	 1.1639738785008209E-4	 35356.1123895881	 34601.80859623741	 34601.80859623741	 
403.5	 1.16721296005903E-4	 35344.21298455379	 34598.34943629793	 34598.34943629793	 
403.6	 1.1704571967419012E-4	 35331.84740102976	 34594.109563729915	 34594.109563729915	 
403.70000000000005	 1.1737065734597683E-4	 35318.64131407324	 34589.10050148864	 34589.10050148864	 
403.79999999999995	 1.1769610751045901E-4	 35306.129460526325	 34583.38007271563	 34583.38007271563	 
403.9	 1.1802206865500637E-4	 35293.57472368423	 34577.03226488649	 34577.03226488649	 
404.0000000000001	 1.1834853926517177E-4	 35281.44895709383	 34570.124886975995	 34570.124886975995	 
404.1	 1.1867551782470157E-4	 35271.36511270024	 34562.80435698032	 34562.80435698032	 
404.20000000000005	 1.1900300281555068E-4	 35264.38149713961	 34555.31148903168	 34555.31148903168	 
404.30000000000007	 1.193309927178878E-4	 35260.29737814647	 34547.89991408714	 34547.89991408714	 
404.4000000000001	 1.1965948601010948E-4	 35255.79225228834	 34540.65948668191	 34540.65948668191	 
404.5	 1.1998848116885036E-4	 35250.87476945081	 34533.54313979007	 34533.54313979007	 
404.6	 1.2031797666899421E-4	 35244.63600514876	 34526.47228104638	 34526.47228104638	 
404.70000000000005	 1.2064797098368298E-4	 35238.09811041191	 34519.38078878019	 34519.380788780196	 
404.80000000000007	 1.2097846258433032E-4	 35230.150650457676	 34512.203749840344	 34512.20374984035	 
404.9	 1.2130944994063049E-4	 35221.67115389017	 34504.873779765934	 34504.87377976594	 
405.0	 1.2164093152057135E-4	 35213.822046338675	 34497.408831553475	 34497.40883155348	 
405.10000000000014	 1.2197290579044268E-4	 35206.358751144166	 34489.86030259354	 34489.860302593544	 
405.19999999999993	 1.223053712148473E-4	 35199.43865961099	 34482.27055458973	 34482.27055458974	 
405.30000000000007	 1.2263832625671647E-4	 35194.15705778033	 34474.72728951346	 34474.72728951347	 
405.4000000000001	 1.2297176937731353E-4	 35187.884792334095	 34467.25089362084	 34467.25089362085	 
405.5	 1.233056990362508E-4	 35181.80593649886	 34459.80633921851	 34459.806339218514	 
405.6	 1.2364011369149903E-4	 35176.26662299773	 34452.419894089806	 34452.419894089806	 
405.70000000000005	 1.2397501179939644E-4	 35173.14795022886	 34445.20132749219	 34445.20132749219	 
405.80000000000007	 1.2431039181466246E-4	 35171.65033009156	 34438.29029747857	 34438.29029747857	 
405.9	 1.246462521904055E-4	 35169.48827059498	 34431.696333512125	 34431.696333512125	 
406.0	 1.2498259137813856E-4	 35167.58602803205	 34425.37843162583	 34425.37843162583	 
406.1	 1.2531940782778596E-4	 35164.69499828377	 34419.286167201135	 34419.286167201135	 
406.20000000000005	 1.2565669998769683E-4	 35160.95962070939	 34413.33312887669	 34413.33312887669	 
406.29999999999995	 1.2599446630465416E-4	 35157.9501012586	 34407.50482597557	 34407.50482597557	 
406.4000000000001	 1.263327052238899E-4	 35155.78369393594	 34401.84978012038	 34401.84978012038	 
406.5000000000001	 1.2667141518909016E-4	 35154.47714931352	 34396.4171526534	 34396.4171526534	 
406.6	 1.2701059464241126E-4	 35154.01930034327	 34391.25194911037	 34391.25194911037	 
406.70000000000005	 1.2735024202448949E-4	 35154.44364816936	 34386.39599390698	 34386.39599390698	 
406.80000000000007	 1.2769035577445123E-4	 35155.900947940536	 34381.89408287679	 34381.89408287679	 
406.9	 1.2803093432992442E-4	 35157.44758409613	 34377.757902039506	 34377.757902039506	 
407.0	 1.2837197612705138E-4	 35155.92886556066	 34373.85010004934	 34373.85010004934	 
407.1	 1.2871347960049693E-4	 35153.56145137302	 34370.01395443823	 34370.01395443823	 
407.20000000000005	 1.290554431834625E-4	 35150.88694336387	 34366.20222381319	 34366.20222381319	 
407.29999999999995	 1.2939786530769568E-4	 35147.3749067506	 34362.37146240334	 34362.37146240334	 
407.4	 1.2974074440350264E-4	 35143.181680205984	 34358.46989073262	 34358.46989073262	 
407.5000000000001	 1.3008407889975826E-4	 35138.04483810069	 34354.44585375178	 34354.44585375178	 
407.6	 1.3042786722391637E-4	 35131.22735526318	 34350.21605490852	 34350.21605490852	 
407.70000000000005	 1.307721078020251E-4	 35125.61033009156	 34345.78099223195	 34345.78099223195	 
407.80000000000007	 1.3111679905873291E-4	 35120.11614244853	 34341.20317730941	 34341.20317730941	 
407.9000000000001	 1.314619394173038E-4	 35116.13508981696	 34336.55245883566	 34336.55245883566	 
408.0	 1.318075272996265E-4	 35112.903465102994	 34331.91437984273	 34331.91437984273	 
408.1	 1.3215356112622785E-4	 35110.85481521741	 34327.35658625683	 34327.35658625683	 
408.20000000000005	 1.3250003931628053E-4	 35108.64076487415	 34322.908506628715	 34322.908506628715	 
408.30000000000007	 1.3284696028761786E-4	 35105.54314473685	 34318.52540018057	 34318.52540018057	 
408.4	 1.3319432245674365E-4	 35102.46094794052	 34314.17307470208	 34314.17307470208	 
408.5	 1.3354212423884377E-4	 35100.66319050345	 34309.89536635425	 34309.89536635425	 
408.60000000000014	 1.3389036404779805E-4	 35097.69742391305	 34305.69020448918	 34305.69020448918	 
408.69999999999993	 1.3423904029618842E-4	 35093.71655434783	 34301.477494383646	 34301.477494383646	 
408.80000000000007	 1.345881513953173E-4	 35088.54378546912	 34297.18240757908	 34297.18240757908	 
408.9000000000001	 1.349376957552103E-4	 35082.91216075518	 34292.75526839302	 34292.75526839302	 
409.0	 1.3528767178463413E-4	 35079.6091859268	 34288.271738125906	 34288.271738125906	 
409.1	 1.356380778911061E-4	 35078.26740102977	 34283.88320093123	 34283.88320093123	 
409.20000000000005	 1.3598891248090412E-4	 35078.20639416478	 34279.691455601904	 34279.691455601904	 
409.30000000000007	 1.3634017395908014E-4	 35078.51655434785	 34275.73603761682	 34275.73603761682	 
409.4	 1.3669186072946945E-4	 35079.20369393595	 34272.024785896516	 34272.024785896516	 
409.5	 1.3704397119470462E-4	 35080.95454061787	 34268.58839337914	 34268.58839337914	 
409.6	 1.3739650375622502E-4	 35082.80282437074	 34265.445051998664	 34265.445051998664	 
409.70000000000005	 1.3774945681428936E-4	 35083.82666876433	 34262.548682868524	 34262.548682868524	 
409.79999999999995	 1.3810282876798564E-4	 35085.387584096134	 34259.87234800411	 34259.87234800411	 
409.9000000000001	 1.384566180152462E-4	 35086.49614244855	 34257.402690906274	 34257.402690906274	 
410.0000000000001	 1.3881082295285428E-4	 35088.41838501147	 34255.1373116273	 34255.1373116273	 
410.1	 1.3916544197645813E-4	 35090.59426601833	 34253.09642401142	 34253.09642401142	 
410.20000000000005	 1.3952047348058462E-4	 35094.21669164761	 34251.31983197543	 34251.31983197543	 
410.30000000000007	 1.3987591585864622E-4	 35100.53225228836	 34249.92307602256	 34249.92307602256	 
410.4000000000001	 1.4023176750295634E-4	 35106.74968935929	 34248.96111089625	 34248.96111089625	 
410.5	 1.4058802680473766E-4	 35114.239666475994	 34248.440270634674	 34248.440270634674	 
410.6	 1.4094469215413774E-4	 35123.43957494282	 34248.42342576212	 34248.42342576212	 
410.70000000000005	 1.4130176194023628E-4	 35135.547767162505	 34249.01986192679	 34249.01986192679	 
410.79999999999995	 1.416592345510592E-4	 35147.74044450805	 34250.27735326255	 34250.27735326255	 
410.9	 1.4201710837359016E-4	 35159.182320938235	 34252.12664694543	 34252.12664694543	 
411.0000000000001	 1.4237538179378146E-4	 35168.02785869569	 34254.42144534682	 34254.42144534682	 
411.1	 1.427340531965644E-4	 35176.015364416504	 34257.02511543485	 34257.02511543485	 
411.20000000000005	 1.4309312096586434E-4	 35184.49719508012	 34259.9043817812	 34259.9043817812	 
411.30000000000007	 1.4345258348460847E-4	 35192.81504405038	 34263.048992123426	 34263.048992123426	 
411.4000000000001	 1.4381243913474034E-4	 35203.040444508035	 34266.49445755735	 34266.49445755735	 
411.5	 1.441726862972293E-4	 35212.398018878754	 34270.250965323365	 34270.250965323365	 
411.6	 1.4453332335208433E-4	 35221.61293878722	 34274.26758061313	 34274.26758061313	 
411.70000000000005	 1.4489434867836367E-4	 35232.11925457669	 34278.56173637015	 34278.56173637015	 
411.80000000000007	 1.45255760654187E-4	 35243.6925726545	 34283.18493192645	 34283.18493192645	 
411.9	 1.4561755765674778E-4	 35256.32621109842	 34288.178001673936	 34288.178001673936	 
412.0	 1.4597973806232438E-4	 35270.82314473687	 34293.60220061944	 34293.60220061944	 
412.10000000000014	 1.4634230024629234E-4	 35282.89431178494	 34299.41110174232	 34299.41110174232	 
412.19999999999993	 1.4670524258313285E-4	 35293.700398741465	 34305.47256126789	 34305.47256126789	 
412.30000000000007	 1.4706856344645207E-4	 35302.139849542364	 34311.665132666894	 34311.665132666894	 
412.4000000000001	 1.4743226120898271E-4	 35308.91138272314	 34317.86469872517	 34317.86469872517	 
412.5	 1.4779633424260333E-4	 35314.25911727692	 34323.982405042734	 34323.982405042734	 
412.6	 1.4816078091834745E-4	 35318.00378546914	 34329.93683681653	 34329.93683681653	 
412.70000000000005	 1.485255996064148E-4	 35322.69998684214	 34335.72067492801	 34335.72067492801	 
412.80000000000007	 1.4889078867618365E-4	 35329.52053604124	 34341.433591229594	 34341.433591229594	 
412.9	 1.492563464962221E-4	 35338.96254977121	 34347.21644109912	 34347.21644109912	 
413.0	 1.4962227143430084E-4	 35348.49637128149	 34353.141901403236	 34353.141901403236	 
413.1	 1.4998856185740315E-4	 35355.47055892453	 34359.1305057715	 34359.1305057715	 
413.20000000000005	 1.503552161317382E-4	 35361.19426601834	 34365.0695964162	 34365.0695964162	 
413.29999999999995	 1.5072223262275163E-4	 35367.45435755151	 34370.94155457701	 34370.94155457701	 
413.4000000000001	 1.5108960969513883E-4	 35374.1473094966	 34376.77838893788	 34376.77838893788	 
413.5000000000001	 1.5145734571285396E-4	 35380.433121853566	 34382.5832680041	 34382.5832680041	 
413.6	 1.518254390391243E-4	 35386.504060068684	 34388.3412148019	 34388.3412148019	 
413.70000000000005	 1.5219388803646138E-4	 35389.89714931352	 34393.95780911675	 34393.95780911675	 
413.80000000000007	 1.52562691066672E-4	 35388.31463215106	 34399.206146867306	 34399.206146867306	 
413.9000000000001	 1.529318464908705E-4	 35384.215593249435	 34403.898304838855	 34403.898304838855	 
414.0	 1.533013526694893E-4	 35378.94218363847	 34407.96377729405	 34407.96377729405	 
414.1	 1.5367120796229436E-4	 35375.142961670506	 34411.44889373491	 34411.44889373491	 
414.20000000000005	 1.5404141072839167E-4	 35375.69536441651	 34414.55401912005	 34414.55401912005	 
414.29999999999995	 1.544119593262427E-4	 35378.99888844398	 34417.5029138713	 34417.5029138713	 
414.4	 1.547828521136755E-4	 35384.74854519454	 34420.452103699354	 34420.452103699354	 
414.5000000000001	 1.5515408744789613E-4	 35390.88076487417	 34423.480852625515	 34423.480852625515	 
414.6	 1.5552566368549927E-4	 35394.52456350119	 34426.52484620992	 34426.52484620992	 
414.70000000000005	 1.558975791824823E-4	 35397.14474656752	 34429.48591019481	 34429.48591019481	 
414.80000000000007	 1.5626983229425644E-4	 35399.15701201375	 34432.32427037532	 34432.32427037532	 
414.9000000000001	 1.56642421375656E-4	 35402.88968935929	 34435.07948017923	 34435.07948017923	 
415.0	 1.5701534478095377E-4	 35408.613167620155	 34437.86011309584	 34437.86011309584	 
415.1	 1.573886008638715E-4	 35416.228590961124	 34440.77223477685	 34440.77223477685	 
415.20000000000005	 1.5776218797759094E-4	 35422.875730549225	 34443.83220710033	 34443.83220710033	 
415.30000000000007	 1.5813610447476536E-4	 35427.590421624736	 34446.95096558071	 34446.95096558071	 
415.4	 1.585103487075328E-4	 35430.090558924494	 34450.01184654972	 34450.01184654972	 
415.5	 1.5888491902752813E-4	 35432.6043804348	 34452.95931126601	 34452.95931126601	 
415.60000000000014	 1.5925981378589276E-4	 35437.00543306641	 34455.85289294406	 34455.85289294406	 
415.69999999999993	 1.5963503133328646E-4	 35445.62465503438	 34458.86258659991	 34458.86258659991	 
415.80000000000007	 1.600105700199041E-4	 35458.95563901606	 34462.22273552644	 34462.22273552644	 
